Дата;Ключевая ставка;Нижняя граница (ставка по депозитам постоянного действия);"Верхняя граница ""Репо и кредиты (кр. кредитов овернайт)""*";"Верхняя граница ""Кредиты овернайт""";MIACR**;RUONIA
28.12.2018;7,75;6,75;8,75;8,75;7,15;7,07
27.12.2018;7,75;6,75;8,75;8,75;7,56;7,55
26.12.2018;7,75;6,75;8,75;8,75;7,53;7,43
25.12.2018;7,75;6,75;8,75;8,75;7,62;7,62
24.12.2018;7,75;6,75;8,75;8,75;7,59;7,62
21.12.2018;7,75;6,75;8,75;8,75;7,67;7,66
20.12.2018;7,75;6,75;8,75;8,75;7,67;7,66
19.12.2018;7,75;6,75;8,75;8,75;7,67;7,68
18.12.2018;7,75;6,75;8,75;8,75;7,58;7,67
17.12.2018;7,75;6,75;8,75;8,75;7,57;7,57
14.12.2018;7,50;6,50;8,50;8,50;7,50;7,50
13.12.2018;7,50;6,50;8,50;8,50;7,39;7,38
12.12.2018;7,50;6,50;8,50;8,50;7,38;7,40
11.12.2018;7,50;6,50;8,50;8,50;7,49;7,43
10.12.2018;7,50;6,50;8,50;8,50;7,38;7,42
07.12.2018;7,50;6,50;8,50;8,50;7,40;7,38
06.12.2018;7,50;6,50;8,50;8,50;7,37;7,41
05.12.2018;7,50;6,50;8,50;8,50;7,39;7,41
04.12.2018;7,50;6,50;8,50;8,50;7,38;7,41
03.12.2018;7,50;6,50;8,50;8,50;7,32;7,28
30.11.2018;7,50;6,50;8,50;8,50;7,49;7,50
29.11.2018;7,50;6,50;8,50;8,50;7,29;7,29
28.11.2018;7,50;6,50;8,50;8,50;7,44;7,46
27.11.2018;7,50;6,50;8,50;8,50;7,59;7,57
26.11.2018;7,50;6,50;8,50;8,50;7,45;7,43
23.11.2018;7,50;6,50;8,50;8,50;7,07;7,07
22.11.2018;7,50;6,50;8,50;8,50;6,93;6,91
21.11.2018;7,50;6,50;8,50;8,50;7,11;7,12
20.11.2018;7,50;6,50;8,50;8,50;7,01;7,06
19.11.2018;7,50;6,50;8,50;8,50;7,07;7,01
16.11.2018;7,50;6,50;8,50;8,50;7,02;6,92
15.11.2018;7,50;6,50;8,50;8,50;7,08;7,01
14.11.2018;7,50;6,50;8,50;8,50;7,25;7,15
13.11.2018;7,50;6,50;8,50;8,50;7,40;7,39
12.11.2018;7,50;6,50;8,50;8,50;7,39;7,43
09.11.2018;7,50;6,50;8,50;8,50;7,33;7,37
08.11.2018;7,50;6,50;8,50;8,50;7,36;7,34
07.11.2018;7,50;6,50;8,50;8,50;7,35;7,35
06.11.2018;7,50;6,50;8,50;8,50;7,49;7,50
02.11.2018;7,50;6,50;8,50;8,50;7,27;7,28
01.11.2018;7,50;6,50;8,50;8,50;6,88;6,86
31.10.2018;7,50;6,50;8,50;8,50;7,11;7,06
30.10.2018;7,50;6,50;8,50;8,50;7,11;7,12
29.10.2018;7,50;6,50;8,50;8,50;7,25;7,20
26.10.2018;7,50;6,50;8,50;8,50;7,25;7,25
25.10.2018;7,50;6,50;8,50;8,50;7,34;7,32
24.10.2018;7,50;6,50;8,50;8,50;7,10;7,05
23.10.2018;7,50;6,50;8,50;8,50;7,15;7,10
22.10.2018;7,50;6,50;8,50;8,50;7,19;7,16
19.10.2018;7,50;6,50;8,50;8,50;7,33;7,36
18.10.2018;7,50;6,50;8,50;8,50;7,36;7,41
17.10.2018;7,50;6,50;8,50;8,50;7,29;7,29
16.10.2018;7,50;6,50;8,50;8,50;7,29;7,27
15.10.2018;7,50;6,50;8,50;8,50;7,34;7,35
12.10.2018;7,50;6,50;8,50;8,50;7,33;7,33
11.10.2018;7,50;6,50;8,50;8,50;7,33;7,32
10.10.2018;7,50;6,50;8,50;8,50;7,21;7,16
09.10.2018;7,50;6,50;8,50;8,50;7,14;7,06
08.10.2018;7,50;6,50;8,50;8,50;7,31;7,36
05.10.2018;7,50;6,50;8,50;8,50;7,51;7,53
04.10.2018;7,50;6,50;8,50;8,50;7,35;7,42
03.10.2018;7,50;6,50;8,50;8,50;7,33;7,36
02.10.2018;7,50;6,50;8,50;8,50;7,27;7,25
01.10.2018;7,50;6,50;8,50;8,50;7,26;7,27
28.09.2018;7,50;6,50;8,50;8,50;7,38;7,40
27.09.2018;7,50;6,50;8,50;8,50;7,24;7,23
26.09.2018;7,50;6,50;8,50;8,50;7,30;7,24
25.09.2018;7,50;6,50;8,50;8,50;7,40;7,47
24.09.2018;7,50;6,50;8,50;8,50;7,19;7,22
21.09.2018;7,50;6,50;8,50;8,50;7,23;7,23
20.09.2018;7,50;6,50;8,50;8,50;7,28;7,29
19.09.2018;7,50;6,50;8,50;8,50;7,11;7,01
18.09.2018;7,50;6,50;8,50;8,50;7,29;7,24
17.09.2018;7,50;6,50;8,50;8,50;7,31;7,24
14.09.2018;7,25;6,25;8,25;8,25;7,01;7,02
13.09.2018;7,25;6,25;8,25;8,25;7,02;7,00
12.09.2018;7,25;6,25;8,25;8,25;6,92;6,81
11.09.2018;7,25;6,25;8,25;8,25;7,04;7,01
10.09.2018;7,25;6,25;8,25;8,25;6,99;6,98
07.09.2018;7,25;6,25;8,25;8,25;6,98;6,97
06.09.2018;7,25;6,25;8,25;8,25;6,94;6,87
05.09.2018;7,25;6,25;8,25;8,25;7,04;7,00
04.09.2018;7,25;6,25;8,25;8,25;7,16;7,17
03.09.2018;7,25;6,25;8,25;8,25;7,15;7,15
31.08.2018;7,25;6,25;8,25;8,25;7,13;7,14
30.08.2018;7,25;6,25;8,25;8,25;7,13;7,14
29.08.2018;7,25;6,25;8,25;8,25;7,18;7,18
28.08.2018;7,25;6,25;8,25;8,25;7,26;7,26
27.08.2018;7,25;6,25;8,25;8,25;7,18;7,22
24.08.2018;7,25;6,25;8,25;8,25;6,95;6,97
23.08.2018;7,25;6,25;8,25;8,25;6,69;6,73
22.08.2018;7,25;6,25;8,25;8,25;6,94;6,96
21.08.2018;7,25;6,25;8,25;8,25;6,93;6,91
20.08.2018;7,25;6,25;8,25;8,25;6,98;6,97
17.08.2018;7,25;6,25;8,25;8,25;6,97;6,95
16.08.2018;7,25;6,25;8,25;8,25;7,08;7,08
15.08.2018;7,25;6,25;8,25;8,25;7,11;7,09
14.08.2018;7,25;6,25;8,25;8,25;7,16;7,18
13.08.2018;7,25;6,25;8,25;8,25;7,14;7,14
10.08.2018;7,25;6,25;8,25;8,25;7,14;7,15
09.08.2018;7,25;6,25;8,25;8,25;7,07;7,10
08.08.2018;7,25;6,25;8,25;8,25;7,02;7,02
07.08.2018;7,25;6,25;8,25;8,25;6,86;6,85
06.08.2018;7,25;6,25;8,25;8,25;6,88;6,86
03.08.2018;7,25;6,25;8,25;8,25;6,80;6,88
02.08.2018;7,25;6,25;8,25;8,25;7,01;6,97
01.08.2018;7,25;6,25;8,25;8,25;7,03;7,04
31.07.2018;7,25;6,25;8,25;8,25;7,76;7,74
30.07.2018;7,25;6,25;8,25;8,25;7,71;7,72
27.07.2018;7,25;6,25;8,25;8,25;7,35;7,71
26.07.2018;7,25;6,25;8,25;8,25;7,14;7,19
25.07.2018;7,25;6,25;8,25;8,25;6,97;7,00
24.07.2018;7,25;6,25;8,25;8,25;6,86;6,80
23.07.2018;7,25;6,25;8,25;8,25;6,89;6,76
20.07.2018;7,25;6,25;8,25;8,25;7,02;7,01
19.07.2018;7,25;6,25;8,25;8,25;7,12;7,09
18.07.2018;7,25;6,25;8,25;8,25;7,10;7,05
17.07.2018;7,25;6,25;8,25;8,25;7,20;7,19
16.07.2018;7,25;6,25;8,25;8,25;7,13;7,14
13.07.2018;7,25;6,25;8,25;8,25;7,14;7,13
12.07.2018;7,25;6,25;8,25;8,25;7,08;7,09
11.07.2018;7,25;6,25;8,25;8,25;7,07;7,06
10.07.2018;7,25;6,25;8,25;8,25;7,06;7,03
09.07.2018;7,25;6,25;8,25;8,25;6,73;6,64
06.07.2018;7,25;6,25;8,25;8,25;6,84;6,73
05.07.2018;7,25;6,25;8,25;8,25;7,00;7,00
04.07.2018;7,25;6,25;8,25;8,25;7,03;7,02
03.07.2018;7,25;6,25;8,25;8,25;6,74;6,72
02.07.2018;7,25;6,25;8,25;8,25;7,03;7,01
29.06.2018;7,25;6,25;8,25;8,25;7,14;7,16
28.06.2018;7,25;6,25;8,25;8,25;7,14;7,13
27.06.2018;7,25;6,25;8,25;8,25;7,22;7,21
26.06.2018;7,25;6,25;8,25;8,25;7,28;7,27
25.06.2018;7,25;6,25;8,25;8,25;7,11;7,11
22.06.2018;7,25;6,25;8,25;8,25;7,06;6,96
21.06.2018;7,25;6,25;8,25;8,25;6,95;6,96
20.06.2018;7,25;6,25;8,25;8,25;6,98;6,99
19.06.2018;7,25;6,25;8,25;8,25;7,00;7,00
18.06.2018;7,25;6,25;8,25;8,25;7,00;7,01
15.06.2018;7,25;6,25;8,25;8,25;6,97;6,98
14.06.2018;7,25;6,25;8,25;8,25;7,00;7,00
13.06.2018;7,25;6,25;8,25;8,25;6,99;6,99
09.06.2018;7,25;6,25;8,25;8,25;6,80;6,76
08.06.2018;7,25;6,25;8,25;8,25;7,00;7,00
07.06.2018;7,25;6,25;8,25;8,25;7,01;7,00
06.06.2018;7,25;6,25;8,25;8,25;7,00;7,00
05.06.2018;7,25;6,25;8,25;8,25;6,89;6,75
04.06.2018;7,25;6,25;8,25;8,25;6,85;6,71
01.06.2018;7,25;6,25;8,25;8,25;7,04;6,96
31.05.2018;7,25;6,25;8,25;8,25;7,06;7,10
30.05.2018;7,25;6,25;8,25;8,25;7,07;7,12
29.05.2018;7,25;6,25;8,25;8,25;7,06;7,08
28.05.2018;7,25;6,25;8,25;8,25;7,05;7,07
25.05.2018;7,25;6,25;8,25;8,25;6,98;6,98
24.05.2018;7,25;6,25;8,25;8,25;6,90;6,84
23.05.2018;7,25;6,25;8,25;8,25;7,01;6,98
22.05.2018;7,25;6,25;8,25;8,25;7,07;7,05
21.05.2018;7,25;6,25;8,25;8,25;7,09;7,05
18.05.2018;7,25;6,25;8,25;8,25;7,12;7,15
17.05.2018;7,25;6,25;8,25;8,25;7,08;7,10
16.05.2018;7,25;6,25;8,25;8,25;7,04;7,04
15.05.2018;7,25;6,25;8,25;8,25;6,91;6,98
14.05.2018;7,25;6,25;8,25;8,25;6,86;6,87
11.05.2018;7,25;6,25;8,25;8,25;6,78;6,77
10.05.2018;7,25;6,25;8,25;8,25;6,81;6,79
08.05.2018;7,25;6,25;8,25;8,25;6,47;6,47
07.05.2018;7,25;6,25;8,25;8,25;6,76;6,70
04.05.2018;7,25;6,25;8,25;8,25;6,81;6,84
03.05.2018;7,25;6,25;8,25;8,25;6,98;7,00
28.04.2018;7,25;6,25;8,25;8,25;7,08;7,07
27.04.2018;7,25;6,25;8,25;8,25;7,02;7,00
26.04.2018;7,25;6,25;8,25;8,25;7,02;7,05
25.04.2018;7,25;6,25;8,25;8,25;6,92;6,91
24.04.2018;7,25;6,25;8,25;8,25;6,83;6,80
23.04.2018;7,25;6,25;8,25;8,25;6,86;6,80
20.04.2018;7,25;6,25;8,25;8,25;7,02;7,03
19.04.2018;7,25;6,25;8,25;8,25;7,02;7,02
18.04.2018;7,25;6,25;8,25;8,25;7,09;7,10
17.04.2018;7,25;6,25;8,25;8,25;7,01;7,01
16.04.2018;7,25;6,25;8,25;8,25;6,99;7,01
13.04.2018;7,25;6,25;8,25;8,25;7,01;6,99
12.04.2018;7,25;6,25;8,25;8,25;6,99;6,99
11.04.2018;7,25;6,25;8,25;8,25;7,03;7,00
10.04.2018;7,25;6,25;8,25;8,25;7,19;7,24
09.04.2018;7,25;6,25;8,25;8,25;7,06;7,07
06.04.2018;7,25;6,25;8,25;8,25;7,02;7,06
05.04.2018;7,25;6,25;8,25;8,25;6,96;7,01
04.04.2018;7,25;6,25;8,25;8,25;6,85;6,94
03.04.2018;7,25;6,25;8,25;8,25;7,01;6,98
02.04.2018;7,25;6,25;8,25;8,25;7,08;7,07
30.03.2018;7,25;6,25;8,25;8,25;7,08;7,19
29.03.2018;7,25;6,25;8,25;8,25;7,00;7,00
28.03.2018;7,25;6,25;8,25;8,25;6,90;6,88
27.03.2018;7,25;6,25;8,25;8,25;7,07;7,08
26.03.2018;7,25;6,25;8,25;8,25;7,04;7,15
23.03.2018;7,50;6,50;8,50;8,50;6,93;6,90
22.03.2018;7,50;6,50;8,50;8,50;7,14;7,12
21.03.2018;7,50;6,50;8,50;8,50;7,07;7,04
20.03.2018;7,50;6,50;8,50;8,50;7,14;7,16
19.03.2018;7,50;6,50;8,50;8,50;7,19;7,14
16.03.2018;7,50;6,50;8,50;8,50;7,18;7,15
15.03.2018;7,50;6,50;8,50;8,50;7,07;7,28
14.03.2018;7,50;6,50;8,50;8,50;7,32;7,31
13.03.2018;7,50;6,50;8,50;8,50;7,31;7,31
12.03.2018;7,50;6,50;8,50;8,50;7,28;7,31
07.03.2018;7,50;6,50;8,50;8,50;7,18;7,18
06.03.2018;7,50;6,50;8,50;8,50;7,18;7,11
05.03.2018;7,50;6,50;8,50;8,50;7,28;7,25
02.03.2018;7,50;6,50;8,50;8,50;7,19;7,16
01.03.2018;7,50;6,50;8,50;8,50;7,38;7,38
28.02.2018;7,50;6,50;8,50;8,50;7,45;7,50
27.02.2018;7,50;6,50;8,50;8,50;7,38;7,45
26.02.2018;7,50;6,50;8,50;8,50;7,29;7,30
22.02.2018;7,50;6,50;8,50;8,50;7,23;7,23
21.02.2018;7,50;6,50;8,50;8,50;7,26;7,29
20.02.2018;7,50;6,50;8,50;8,50;7,26;7,28
19.02.2018;7,50;6,50;8,50;8,50;7,24;7,28
16.02.2018;7,50;6,50;8,50;8,50;7,19;7,21
15.02.2018;7,50;6,50;8,50;8,50;7,09;7,08
14.02.2018;7,50;6,50;8,50;8,50;6,95;6,96
13.02.2018;7,50;6,50;8,50;8,50;6,82;6,83
12.02.2018;7,50;6,50;8,50;8,50;6,81;6,78
09.02.2018;7,75;6,75;8,75;8,75;7,00;6,99
08.02.2018;7,75;6,75;8,75;8,75;7,05;7,06
07.02.2018;7,75;6,75;8,75;8,75;7,07;7,07
06.02.2018;7,75;6,75;8,75;8,75;7,21;7,23
05.02.2018;7,75;6,75;8,75;8,75;7,14;7,19
02.02.2018;7,75;6,75;8,75;8,75;7,08;7,09
01.02.2018;7,75;6,75;8,75;8,75;7,24;7,26
31.01.2018;7,75;6,75;8,75;8,75;7,16;7,12
30.01.2018;7,75;6,75;8,75;8,75;7,37;7,37
29.01.2018;7,75;6,75;8,75;8,75;7,35;7,35
26.01.2018;7,75;6,75;8,75;8,75;7,25;7,25
25.01.2018;7,75;6,75;8,75;8,75;7,20;7,21
24.01.2018;7,75;6,75;8,75;8,75;6,95;6,93
23.01.2018;7,75;6,75;8,75;8,75;6,97;6,95
22.01.2018;7,75;6,75;8,75;8,75;7,01;7,01
19.01.2018;7,75;6,75;8,75;8,75;7,04;7,01
18.01.2018;7,75;6,75;8,75;8,75;7,06;7,07
17.01.2018;7,75;6,75;8,75;8,75;7,01;6,98
16.01.2018;7,75;6,75;8,75;8,75;7,03;7,02
15.01.2018;7,75;6,75;8,75;8,75;7,04;7,00
12.01.2018;7,75;6,75;8,75;8,75;6,96;7,00
11.01.2018;7,75;6,75;8,75;8,75;7,04;7,04
10.01.2018;7,75;6,75;8,75;8,75;7,11;7,16
09.01.2018;7,75;6,75;8,75;8,75;6,94;6,88
29.12.2017;7,75;6,75;8,75;8,75;7,35;—
28.12.2017;7,75;6,75;8,75;8,75;7,29;7,19
27.12.2017;7,75;6,75;8,75;8,75;7,50;7,41
26.12.2017;7,75;6,75;8,75;8,75;7,61;7,58
25.12.2017;7,75;6,75;8,75;8,75;7,76;7,84
22.12.2017;7,75;6,75;8,75;8,75;7,55;7,54
21.12.2017;7,75;6,75;8,75;8,75;7,51;7,50
20.12.2017;7,75;6,75;8,75;8,75;7,51;7,50
19.12.2017;7,75;6,75;8,75;8,75;7,49;7,48
18.12.2017;7,75;6,75;8,75;8,75;7,53;7,54
15.12.2017;8,25;7,25;9,25;9,25;7,85;7,90
14.12.2017;8,25;7,25;9,25;9,25;7,82;7,85
13.12.2017;8,25;7,25;9,25;9,25;7,96;7,97
12.12.2017;8,25;7,25;9,25;9,25;7,96;7,99
11.12.2017;8,25;7,25;9,25;9,25;7,97;7,98
08.12.2017;8,25;7,25;9,25;9,25;7,41;8,09
07.12.2017;8,25;7,25;9,25;9,25;8,10;8,11
06.12.2017;8,25;7,25;9,25;9,25;8,07;8,07
05.12.2017;8,25;7,25;9,25;9,25;7,96;8,07
04.12.2017;8,25;7,25;9,25;9,25;7,89;7,83
01.12.2017;8,25;7,25;9,25;9,25;8,23;8,21
30.11.2017;8,25;7,25;9,25;9,25;8,24;8,24
29.11.2017;8,25;7,25;9,25;9,25;8,24;8,28
28.11.2017;8,25;7,25;9,25;9,25;8,20;8,20
27.11.2017;8,25;7,25;9,25;9,25;8,08;8,03
24.11.2017;8,25;7,25;9,25;9,25;7,98;7,97
23.11.2017;8,25;7,25;9,25;9,25;7,97;7,95
22.11.2017;8,25;7,25;9,25;9,25;7,99;7,96
21.11.2017;8,25;7,25;9,25;9,25;8,02;7,98
20.11.2017;8,25;7,25;9,25;9,25;8,01;8,00
17.11.2017;8,25;7,25;9,25;9,25;8,02;7,99
16.11.2017;8,25;7,25;9,25;9,25;8,01;7,99
15.11.2017;8,25;7,25;9,25;9,25;7,99;7,98
14.11.2017;8,25;7,25;9,25;9,25;7,96;7,92
13.11.2017;8,25;7,25;9,25;9,25;7,89;7,86
10.11.2017;8,25;7,25;9,25;9,25;7,88;7,83
09.11.2017;8,25;7,25;9,25;9,25;7,78;7,74
08.11.2017;8,25;7,25;9,25;9,25;7,80;7,76
07.11.2017;8,25;7,25;9,25;9,25;7,76;7,74
03.11.2017;8,25;7,25;9,25;9,25;8,11;7,98
02.11.2017;8,25;7,25;9,25;9,25;8,25;8,23
01.11.2017;8,25;7,25;9,25;9,25;8,12;8,10
31.10.2017;8,25;7,25;9,25;9,25;8,11;8,02
30.10.2017;8,25;7,25;9,25;9,25;8,07;8,11
27.10.2017;8,50;7,50;9,50;9,50;7,90;7,82
26.10.2017;8,50;7,50;9,50;9,50;7,99;7,99
25.10.2017;8,50;7,50;9,50;9,50;7,91;7,86
24.10.2017;8,50;7,50;9,50;9,50;7,85;7,78
23.10.2017;8,50;7,50;9,50;9,50;7,97;7,98
20.10.2017;8,50;7,50;9,50;9,50;7,75;7,73
19.10.2017;8,50;7,50;9,50;9,50;7,87;7,85
18.10.2017;8,50;7,50;9,50;9,50;7,95;7,87
17.10.2017;8,50;7,50;9,50;9,50;7,93;7,95
16.10.2017;8,50;7,50;9,50;9,50;7,99;8,20
13.10.2017;8,50;7,50;9,50;9,50;8,19;8,16
12.10.2017;8,50;7,50;9,50;9,50;8,20;8,18
11.10.2017;8,50;7,50;9,50;9,50;7,96;7,92
10.10.2017;8,50;7,50;9,50;9,50;8,23;8,26
09.10.2017;8,50;7,50;9,50;9,50;8,32;8,37
06.10.2017;8,50;7,50;9,50;9,50;8,23;8,30
05.10.2017;8,50;7,50;9,50;9,50;7,99;7,95
04.10.2017;8,50;7,50;9,50;9,50;8,05;7,99
03.10.2017;8,50;7,50;9,50;9,50;8,25;8,22
02.10.2017;8,50;7,50;9,50;9,50;8,24;8,25
29.09.2017;8,50;7,50;9,50;9,50;8,47;8,49
28.09.2017;8,50;7,50;9,50;9,50;8,45;8,47
27.09.2017;8,50;7,50;9,50;9,50;8,16;8,21
26.09.2017;8,50;7,50;9,50;9,50;8,01;7,98
25.09.2017;8,50;7,50;9,50;9,50;8,09;8,05
22.09.2017;8,50;7,50;9,50;9,50;8,07;7,99
21.09.2017;8,50;7,50;9,50;9,50;8,07;8,02
20.09.2017;8,50;7,50;9,50;9,50;8,05;8,00
19.09.2017;8,50;7,50;9,50;9,50;8,08;8,04
18.09.2017;8,50;7,50;9,50;9,50;8,03;7,96
15.09.2017;9,00;8,00;10,00;10,00;8,87;8,69
14.09.2017;9,00;8,00;10,00;10,00;8,81;8,61
13.09.2017;9,00;8,00;10,00;10,00;8,26;8,24
12.09.2017;9,00;8,00;10,00;10,00;8,24;8,19
11.09.2017;9,00;8,00;10,00;10,00;8,42;8,44
08.09.2017;9,00;8,00;10,00;10,00;8,39;8,42
07.09.2017;9,00;8,00;10,00;10,00;8,47;8,46
06.09.2017;9,00;8,00;10,00;10,00;8,50;8,49
05.09.2017;9,00;8,00;10,00;10,00;8,67;8,58
04.09.2017;9,00;8,00;10,00;10,00;8,94;8,94
01.09.2017;9,00;8,00;10,00;10,00;8,80;8,78
31.08.2017;9,00;8,00;10,00;10,00;8,71;8,71
30.08.2017;9,00;8,00;10,00;10,00;8,59;8,56
29.08.2017;9,00;8,00;10,00;10,00;8,56;8,55
28.08.2017;9,00;8,00;10,00;10,00;8,57;8,58
25.08.2017;9,00;8,00;10,00;10,00;8,54;8,53
24.08.2017;9,00;8,00;10,00;10,00;8,36;8,37
23.08.2017;9,00;8,00;10,00;10,00;8,40;8,40
22.08.2017;9,00;8,00;10,00;10,00;8,57;8,57
21.08.2017;9,00;8,00;10,00;10,00;8,56;8,56
18.08.2017;9,00;8,00;10,00;10,00;8,56;8,52
17.08.2017;9,00;8,00;10,00;10,00;8,54;8,51
16.08.2017;9,00;8,00;10,00;10,00;8,53;8,50
15.08.2017;9,00;8,00;10,00;10,00;8,34;8,33
14.08.2017;9,00;8,00;10,00;10,00;8,29;8,25
11.08.2017;9,00;8,00;10,00;10,00;8,37;8,35
10.08.2017;9,00;8,00;10,00;10,00;8,56;8,44
09.08.2017;9,00;8,00;10,00;10,00;8,70;8,63
08.08.2017;9,00;8,00;10,00;10,00;8,34;8,22
07.08.2017;9,00;8,00;10,00;10,00;8,31;8,24
04.08.2017;9,00;8,00;10,00;10,00;8,36;8,34
03.08.2017;9,00;8,00;10,00;10,00;8,76;8,64
02.08.2017;9,00;8,00;10,00;10,00;8,84;8,70
01.08.2017;9,00;8,00;10,00;10,00;8,98;8,90
31.07.2017;9,00;8,00;10,00;10,00;9,18;9,24
28.07.2017;9,00;8,00;10,00;10,00;9,14;9,17
27.07.2017;9,00;8,00;10,00;10,00;9,11;9,13
26.07.2017;9,00;8,00;10,00;10,00;9,04;9,05
25.07.2017;9,00;8,00;10,00;10,00;8,96;8,93
24.07.2017;9,00;8,00;10,00;10,00;8,92;8,94
21.07.2017;9,00;8,00;10,00;10,00;8,93;8,96
20.07.2017;9,00;8,00;10,00;10,00;8,93;8,95
19.07.2017;9,00;8,00;10,00;10,00;8,93;8,91
18.07.2017;9,00;8,00;10,00;10,00;8,91;8,86
17.07.2017;9,00;8,00;10,00;10,00;8,94;8,96
14.07.2017;9,00;8,00;10,00;10,00;8,82;8,75
13.07.2017;9,00;8,00;10,00;10,00;8,81;8,82
12.07.2017;9,00;8,00;10,00;10,00;8,82;8,79
11.07.2017;9,00;8,00;10,00;10,00;8,51;8,48
10.07.2017;9,00;8,00;10,00;10,00;8,80;8,64
07.07.2017;9,00;8,00;10,00;10,00;9,01;8,98
06.07.2017;9,00;8,00;10,00;10,00;9,04;9,02
05.07.2017;9,00;8,00;10,00;10,00;9,03;9,00
04.07.2017;9,00;8,00;10,00;10,00;9,04;9,02
03.07.2017;9,00;8,00;10,00;10,00;9,03;9,03
30.06.2017;9,00;8,00;10,00;10,00;9,06;9,09
29.06.2017;9,00;8,00;10,00;10,00;9,14;9,15
28.06.2017;9,00;8,00;10,00;10,00;9,10;9,09
27.06.2017;9,00;8,00;10,00;10,00;9,03;9,05
26.06.2017;9,00;8,00;10,00;10,00;8,88;8,90
23.06.2017;9,00;8,00;10,00;10,00;8,72;8,64
22.06.2017;9,00;8,00;10,00;10,00;8,80;8,77
21.06.2017;9,00;8,00;10,00;10,00;8,97;8,99
20.06.2017;9,00;8,00;10,00;10,00;9,05;9,03
19.06.2017;9,00;8,00;10,00;10,00;9,07;9,02
